Название,Оценка Film.ru,Оценка IMDb,Оценка пользователей,Год,Жанр,Страна,время,режиссер,сценарий,премьера,бюджет,сборы,кинопрокат,производство,другие названия,ссылки,режиссеры,длительность
Землетрясение,8,7.5,6.8,2010,драма,Китай,2 часа 15 минут,Фэн Сяоган,Линг Чжан,14.04.2011 (РФ),,7 000 000 руб. (РФ),Кинопром,"Tangshan City Government, China Film Group, Huayi Brothers Media, Shanghai Film Group, Zhejiang Television, Media Asia Films, Emperor Film Production, Tangshan Broadcast and Television Media","Aftershock, Separados pelo Destino, The Tangshan Earthquake, Tongsaan daaideizan, Efterskælv, Tremblement de terre à Tangshan, A tangshani földrengés, Naknadni potresi",,,
Исходный код,8,7.5,6.5,2011,боевик,детектив,1 час 33 минуты,Дункан Джонс,Бен Рипли,31.03.2011 (РФ),32000000 $,143 617 912 руб. (РФ),Централ Партнершип,"Summit Entertainment, Vendome Pictures, StudioCanal, The Mark Gordon Company, Starhaus Filmproduktion, Canadian Film or Video Production Tax Credit (CPTC), Government of Canada, Province of British Columbia Production Services Tax Credit","Code source, 8 minutos antes de morir, Първичен код, Contra o Tempo, Zdrojový kód, Lähtekood, Código fuente, Source code, Source code - lähdekoodi, Ta teleftaia 8 lepta, Τα τελευταία 8 λεπτά, Izvorni kod, Forráskód, Kod Makor, Mission: 8 Minutes, Iseities kodas, Kod nieśmiertelności, O Código Base, Transfer de identitate, 8 Minuta, Izvorna koda, Yasam sifresi, Початковий код, 源代码, ミッション：8ミニッツ, Pirmkods, Išeities kodas, 8 минута, 啟動原始碼, Yaşam şifresi, Dastlabki kod, Mật Mã Sống Còn",,,
Хранитель времени,8,7.5,6.5,2011,драма,приключения,2 часа 6 минут,Мартин Скорсезе,Брайан Селзник,05.01.2012 (РФ),,186 331 907 руб. (РФ),Централ Партнершип,"Paramount Pictures, GK Films, Infinitum Nihil, Janimation","La invención de Hugo Cabret, Hugo: An IMAX 3D Experience, Изобретението на Хюго, A Invenção de Hugo Cabret, Hugo a jeho velký objev, Hugo Cabret, La invención de Hugo, Hiugo, A leleményes Hugo, Hugo no Fushigi na Hatsumei, Hugo isradimas, Hugo i jego wynalazek, A Invenção de Hugo, Hugo a jeho vel'ký objav, Хранитель часу, The Invention of Hugo Cabret, Hugo Cabret' leiutis, ヒューゴの不思議な発明, Hugo išradimas, 雨果的冒險, 雨果, हूगो, Cuộc Phiêu Lưu Của Hugo",,,
"Нью-Йорк, Нью-Йорк",8,7.5,6.9,2008,драма,США,2 часа 4 минуты,Чарли Кауфман,Чарли Кауфман,09.04.2009 (РФ),20000000 $,$3 083 538 (США),CP Classic,"Sidney Kimmel Entertainment, Likely Story, Projective Testing Service, Russia","Синекдоха, Нью-Йорк, Synecdoche, New York - Todas las vidas, mi vida, Sinédoque, Nova York, Нюйоркска пиеса, Sinegdoha, New York, Synekdocha, New York, Sünekdohh, New York, Stage Play, Stage Play - Mein Leben als Theaterstück, I synekdohi tis Neas Yorkis, Η Συνεκδοχή της Νέας Υόρκης, Kis-nagy világ, 脳内ニューヨーク, Sinekdoki, Niujorkas, Nueva York en escena, New York i et nøtteskall, Synekdocha, Nowy Jork, Sinédoque, Nova Iorque, Њујоршка Синегдоха, Prispodoba, 紐約浮世繪, New York Yanılsamaları, Todas las vidas, mi vida",,,
Ворон,8,7.5,8,1994,боевик,драма,2 часа 3 минуты,Алекс Пройас,Джон Шерли,04.02.1994 (мир),15000000 $,$50 693 129 (США),,"Crowvision Inc., Entertainment Media Investment Corporation, Image Comics, Jeff Most Productions, Miramax, Pressman Film","El Cuervo, Гарванът, O Corvo, Le corbeau, The Crow: Die Krähe, Crow, To koraki, Το κοράκι, Vrana, A holló, Ha-Orev, Il corvo - The Crow, Kruk, Vran, The crow - Ölümsüz ask, Corbul, 乌鸦, Vrána, Το Κοράκι, Krákan, クロウ 飛翔伝説, Varnas, Врана, El cuervo, 龍族戰神, Ölümsüz aşk, Quạ Đen",,,
Вавилон,8,7.5,7.2,2006,драма,Франция,2 часа 23 минуты,Алехандро Гонсалес Иньярриту,Алехандро Гонсалес Иньярриту,01.02.2007 (РФ),25000000 $,74 884 049 руб. (РФ),Вест,"Paramount Pictures, Paramount Vantage, Anonymous Content, Zeta Film, Central Films, StudioCanal, Media Rights Capital (MRC)","Вавилон, Paabel, Βαβέλ, Bábel, Ba'vel, Babelis, Vavilon, Babilon, Babil, बैबल, バベル, Bābele, 火線交錯, Atchayakam, Khwamwang, Kan sunsia, Bobil, Tháp Babel",Официальный русский сайт,,
Парфюмер: история одного убийцы,8,7.5,6.8,2006,драма,триллер,2 часа 27 минут,Том Тыквер,  ...,14.09.2006 (РФ),60000000 $,$2 223 293 (США),Вест,"Constantin Film Produktion, VIP 4 Medienfonds, Nouvelles Éditions de Films (NEF), Castelao Producciones, Davis-Films, Ikiru Films, Rising Star","Das Parfum - Die Geschichte eines Mörders, Perfume - La historia de un asesino, Parfümer: Bir Qatilin Heyati, Le parfum - Histoire d'un meurtrier, Парфюмът: Историята на един убиец, Perfume: A História de um Assassino, El perfume, Parfém - Príbeh vraha, Parfumen - historien om en morder, El perfume, historia de un asesino, Parfyymi, Parfyymi - erään murhaajan tarina, To aroma: I istoria enos dolofonou, Το άρωμα: Η ιστορία ενός δολοφόνου, Parfem: Povijest jednog ubojice, Parfüm: Egy gyilkos története, Profumo - Storia di un assassino, Perfume - Aru hito goroshi no monogatari, El Perfume: Historia de un asesino, Parfymen - Historien om en morder, Pachnidlo: Historia mordercy, O Perfume - História de um Assassino, Parfem: Priča o jednom ubici, Parfymen: Berättelsen om en mördare, Koku - Bir katilin hikayesi, Парфумер: Iсторiя одного вбивцi, Perfume,","Официальный русский сайтОфициальный сайт (англ./нем.)Душистый горошек (К.Тарханова)Запах женщины (Валерий Кичин, ""Российская газета"")Фоторепортаж с премьеры фильма в кинотеатре ""Октябрь""",,
Мюнхен,8,7.5,7.6,2005,боевик,драма,2 часа 30 минут,Стивен Спилберг,Джордж Йонас,16.02.2006 (РФ),70000000 $,$47 403 685 (США),UPI,"Dreamworks Pictures, Universal Pictures, Amblin Entertainment, The Kennedy, Marshall Company, Barry Mendel Productions, Alliance Atlantis Communications, Peninsula Films","München, Mьnchen, Untitled 1972 Munich Olympics Project, Munique, Мюнхен, Munchen, Monaho, Μόναχο, Minchen, Minhene, Miunchenas, Monachium, Minhen, Münih, Mnichov, ミュンヘン, Минхен, 慕尼黑","Официальный русский сайтОфициальный сайт (англ.)Любовь и долг (К.Тарханова)Неуловимый мститель (Валерий Кичин, ""Российская газета"")",,
Жизнь Дэвида Гейла,8,7.5,7.3,2003,драма,триллер,2 часа 10 минут,Алан Паркер,Чарльз Рэндолф,17.07.2003 (РФ),38000000 $,$19 955 598 (США),Парадиз/Пирамида,"Universal Pictures, Intermedia Films, Dirty Hands Productions, Mikona Productions GmbH & Co. KG, Saturn Films","La vida de David Gale, Das Leben des David Gale, Devid Geylin Heyati, Животът на Дейвид Гейл, A Vida de David Gale, La vie de David Gale, David Galen elämä, David Gales liv, I zoi tou David Gale, Η ζωή του Ντέιβιντ Γκέιλ, Život Davida Galea, David Gale élete, Zycie za zycie, Inocente ou Culpado?, Zivljenje Davida Gala, Ölümle yasam arasinda, Devid Geilis Tskhovreba, ライフ・オブ・デビッド・ゲイル, Deivido Geilo paslaptis, Historien om David Gale, Życie za życie, Viata lui David Gale, 鐵幕疑雲, Ölümle yaşam arasında, Життя Девіда Ґейла","Официальный сайт (англ.)Каллиграфия убийства (Валерий Кичин, ""Российская газета"")Колпак переколпакованный (К.Тарханова)",,
Ледниковый период,8,7.5,8.7,2002,мультфильмы,комедия,1 час 31 минута,,  ...,21.08.2002 (РФ),59000000 $,$176 387 405 (США),Гемини,"Twentieth Century Fox, Blue Sky Studios, Twentieth Century Fox Animation","La era de hielo, Ледена епоха, A Era do Gelo, L'ère de glace, The Ice Age, La era del hielo, Doba ledová, Jääaeg, Ice Age: La edad de hielo, Ice age: L'edat del gel, Ice Age - Jäätikön sankarit, L'âge de glace, I epohi ton pagetonon, Η εποχή των παγετώνων, Ledeno doba, Jégkorszak, Ísöld, L'era glaciale, Ledynmetis, Ledus Laikmets, Istid, Epoka lodowcowa, A Idade do Gelo, Epoca de gheata, Ledena doba, Buz devri, Льодовиковий перiод, L'Âge de glace, Asr-e yakhbandan, アイス・エイジ, Ledus laikmets, Istid 1, Panahon ng Yelo, Epoca de gheață, Ледено доба, Doba ľadová, 冰原歷險記, Buz Devri, Льодовиковий період, Ice Age: Ice Age Baby Sucks, Muzlik davri, Kỷ Băng Hà",,Карлос Салдана,
Пианистка,8,7.5,7.2,2001,драма,мелодрама,2 часа 11 минут,Михаэль Ханеке,Эльфрида Элинек,18.01.2018 (РФ),,,Russian World Vision,"Arte France Cinéma, Arte, Bavaria Film International, Bayerischer Rundfunk (BR), Canal+, Centre National de la Cinématographie (CNC), Eurimages, Filmfonds Wien, Les Films Alain Sarde, MK2 Productions, Wega Film, Österreichischer Rundfunk (ORF), Österreichisches Filminstitut","The Piano Teacher, La profesora de piano, Die Klavierspielerin, Пианистката, A Professora de Piano, Pianistka, Pianisten, Klaveriõpetaja, La pianista, Pianolärarinnan, Pianonopettaja, La Pianiste, I daskala tou pianou, Η Δασκάλα του Πιάνου, A zongoratanárnő, Pianist, La Pianista, Pianolærerinnen, A Pianista, Profesorka klavira, Piyanist",Официальный сайт (англ./франц.)Обратная сторона музыки (Виктор Матизен),,
"Человек, которого не было",8,7.5,7.5,2001,драма,триллер,1 час 56 минут,,Джоэл Коэн,06.12.2001 (РФ),20000000 $,$7 504 257 (США),Централ Партнершип,"Good Machine, Gramercy Pictures (I), Mike Zoss Productions, The KL Line, Working Title Films","Der unauffallige Mr. Crane, L'uomo che non c'era, The Barber Project, The Man Who Wasn't There","Кто потухнет, кто погаснет (К.Тарханова)Страница фильма на сайте компании ""Central Partnership""",Джоэл Коэн,
Эдриенн,8,7.4,6,2021,биографический,документальный,2 часа 1 минута,Энди Острой,,01.12.2021 (онлайн),,,,HBO Documentary Films,,,,
The Velvet Underground,8,7.4,6.2,2021,документальный,США,2 часа 8 минут,Тодд Хэйнс,Тодд Хэйнс,15.10.2021 (онлайн),,,,"Motto Pictures, Killer Content, Killer Films, Polygram Entertainment",ヴェルヴェット・アンダーグラウンド,,,
Капитан Волконогов бежал,8,7.4,6.6,2021,драма,триллер,2 часа 0 минут,,Алексей Чупов,07.09.2021 (мир),,,Централ Партнершип,,Captain Volkonogov Escaped,,Алексей Чупов,
Никто,8,7.4,6.6,2021,боевик,драма,1 час 32 минуты,Илья Найшуллер,Дерек Кольстад,10.06.2021 (онлайн),,258 848 644 руб. (РФ),UPI,"87North, Dentsu, Eighty Two Films, Odenkirk Provissiero Entertainment, Perfect World Pictures","NOBODY, Никой, Io sono nessuno, Niekas, Nikto, Nadie, Hech kim, Anônimo, Moins-que-rien, Κανένας, Senki, Nikt, Ninguém, Hiçkimse, I), Kẻ Vô Danh, 小人物, Nikdo, 殺神Nobody, Stam Ekhad, Mr.ノーバディ, Nobody: Erou de serviciu, نوبدي, Нико, Nihče, 無名弒, Önemsiz Biri, Ніхто",,,
Тайная жизнь,8,7.4,6.5,2019,биографический,драма,2 часа 54 минуты,Терренс Малик,Терренс Малик,19.03.2020 (РФ),,2 097 099 руб. (РФ),Белые ночи,"Fox Searchlight Pictures, TSG Entertainment, Elizabeth Bay Productions, Aceway Productions, Mister Smith Entertainment, Studio Babelsberg, Orange Studio, Alto Adige Productions","Тайная жизнь, Скрытая жизнь, Радегунд, Une vie cachée, Radegund, Una vida oculta, Ein verborgenes Leben, Uma Vida Oculta, Skriveni zivot, Μια Κρυφή Ζωή, La vita nascosta - Hidden Life, 名もなき生涯, Ukryte życie, Uma Vida Escondida, Vida oculta, 隱藏的生活, Gizli Bir Yaşam, Приховане життя, Skriveni život, Varjatud elu, Kha'yim Nistarim, Украдени живот, Một Đời Ẩn Giấu",,,
Аббатство Даунтон,8,7.4,6.9,2019,драма,Великобритания,2 часа 2 минуты,Майкл Энглер,Джулиан Феллоуз,21.11.2019 (РФ),,33 284 064 руб. (РФ),UPI,"Carnival Film & Television, Focus Features, Perfect World Pictures","Имението Даунтън, Untitled Downton Abbey Project, Panství Downton, Ο Πύργος του Downton, Dauntonas abatija, Dauntono abatija, Абатство Даунтон",,,
Укрась прощальное утро цветами обещания,8,7.4,7.8,2018,мультфильмы,драма,1 час 59 минут,Мари Окада,Christian La Monte,15.06.2023 (РФ),,14 308 829 руб. (РФ),Капелла Фильм,"Bandai Visual, Cygames, Hakuhodo DY Music & Pictures, Lantis, P.A. Works, P.A. Works","Maquia: When the Promised Flower Blooms, Maquia, Let's Decorate the Promised Flowers in the Farewell Morning, Let Us Adorn the Morning of Farewells with Promised Flowers, Let's Decorate the Promised Flowers in the Morning of Farewells, Sayoasa, Sayonara no asa ni yakusoku no hana o kazarô, Maquia: Eine unsterbliche Liebesgeschichte, Maquia: Quando a Flor Prometida Floresce, Zhaohua xishi: Yu libie zhi zhao shuqi yueding zhi hua, Ziufaa ziksai: Jyu leibit zi ziu cukhei joekding zi faa, 朝花夕誓：于离别之朝束起约定之花, Maquia, When the Promised Flower Blooms, Maquia - Eine unsterbliche Liebesgeschichte, Makia, さよならの朝に約束の花をかざろう, Maquia, una historia de amor eterno, Makija, Maquia. Una historia de amor inmortal, Dao biede zaochen jiu yong yueding zhi hua dianzhui ba, Прикрась прощальний ранок квітами надії, Maquia: Chờ Ngày Lời Hứa Nở Hoa",Сайт фильмаСайт фильма,,
Маяк,8,7.4,6.4,2019,детектив,драма,1 час 49 минут,Роберт Эггерс,Роберт Эггерс,16.01.2020 (РФ),,29 676 028 руб. (РФ),UPI,"A24, New Regency Pictures, RT Features","O Farol, Der Leuchtturm, A világítótorony, El faro, Svetionik, Le phare, Ο φάρος, Bāka, Lighthouse",,,
Джон Уик 3,8,7.4,7.3,2019,боевик,триллер, 11 минут,Чэд Стахелски,  ...,16.05.2019 (РФ),,483 336 080 руб. (РФ),Централ Партнершип,"Lionsgate, Summit Entertainment, 87Eleven, Thunder Road Pictures, Morocco Film Production","Джон Уик 3: Парабеллум, John Wick: Chapter 3, John Wick: Kapitel 3, John Wick - Capitolo 3, John Wick 3: Parabellum, John Wick 3, Джон Уик 3, Джон Уик: Часть 3, Джон Уик: Глава 3, John Wick: 3. felvonás - Parabellum, John Wick 3 - Parabellum, Dzonas Vikas 3, John Wick 3 - Implacável, Dzon Vik: Poglavlje 3 - Parabelum, John Wick: Capítulo 3 - Parabellum, Xhon Uik: Kapitulli 3 - Përgatitje për luftë, John Wick - Chapitre 3 - Parabellum, John Wick Parabellum, John Wick: Κεφάλαιο 3, ジョン・ウィック パラベラム, ジョン・ウィック　パラベラム, Džons Viks 3: Parabellum, Džonas Vikas 3, Џон Вик 3 - Парабелум, 捍衛任務3：全面開戰, Джон Уік 3, Джон Вік 3, Jon Uik 3, Sát Thủ John Wick: Phần 3 - Chuẩn Bị Chiến Tranh",,,
